Date;Risk_Free;;;
01/03/2013;0,000270006327655503;;;
04/03/2013;0,000270006327655503;;;
05/03/2013;0,000269264605902375;;;
06/03/2013;0,000269635484035469;;;
07/03/2013;0,000269264605902375;;;
08/03/2013;0,000269635484035469;;;
11/03/2013;0,000270377136769584;;;
12/03/2013;0,000270006327655503;;;
13/03/2013;0,000270006327655503;;;
14/03/2013;0,000269635484035469;;;
15/03/2013;0,000269264605902375;;;
18/03/2013;0,000269264605902375;;;
19/03/2013;0,000269635484035469;;;
20/03/2013;0,000269264605902375;;;
21/03/2013;0,000269635484035469;;;
22/03/2013;0,000269264605902375;;;
25/03/2013;0,000268893693250449;;;
26/03/2013;0,000269264605902375;;;
27/03/2013;0,000270006327655503;;;
28/03/2013;0,000270377136769584;;;
01/04/2013;0,000271489357138277;;;
02/04/2013;0,000271118651504532;;;
03/04/2013;0,000271118651504532;;;
04/04/2013;0,000271860028291604;;;
05/04/2013;0,0002729718349328;;;
08/04/2013;0,00027334236822818;;;
09/04/2013;0,000274453761449855;;;
10/04/2013;0,000280006083081208;;;
11/04/2013;0,000282594521542334;;;
12/04/2013;0,000284072874746855;;;
15/04/2013;0,000284442377374461;;;
16/04/2013;0,000278526220200082;;;
17/04/2013;0,000278896237442483;;;
18/04/2013;0,000278526220200082;;;
19/04/2013;0,000278156168598942;;;
22/04/2013;0,000277786082632625;;;
23/04/2013;0,000278526220200082;;;
24/04/2013;0,000278156168598942;;;
25/04/2013;0,000278156168598942;;;
26/04/2013;0,000277786082632625;;;
29/04/2013;0,000278156168598942;;;
30/04/2013;0,000277415962294691;;;
02/05/2013;0,000279266220332586;;;
03/05/2013;0,000279636168876607;;;
06/05/2013;0,000280006083081208;;;
07/05/2013;0,000281485396631753;;;
08/05/2013;0,00028185513923451;;;
09/05/2013;0,000282224847535817;;;
10/05/2013;0,000283333766696092;;;
13/05/2013;0,000283703337856211;;;
14/05/2013;0,00028481184574547;;;
15/05/2013;0,000285181279866098;;;
16/05/2013;0,000286289376790094;;;
17/05/2013;0,00028665867397315;;;
20/05/2013;0,000287397165690262;;;
21/05/2013;0,000287766360236974;;;
22/05/2013;0,000288504646738241;;;
23/05/2013;0,000289611820105673;;;
24/05/2013;0,000289611820105673;;;
27/05/2013;0,000289242796492672;;;
28/05/2013;0,000295143077718718;;;
29/05/2013;0,000296248408592659;;;
31/05/2013;0,000296616784100978;;;
03/06/2013;0,00029735343298154;;;
04/06/2013;0,000298089945721891;;;
05/06/2013;0,000298458151055447;;;
06/06/2013;0,000299562562984912;;;
07/06/2013;0,000300298667608168;;;
10/06/2013;0,00030103463629283;;;
11/06/2013;0,000301402569673925;;;
12/06/2013;0,000301770469089524;;;
13/06/2013;0,000303241727219516;;;
14/06/2013;0,000304344814484381;;;
17/06/2013;0,000305080036406169;;;
18/06/2013;0,000306917498017922;;;
19/06/2013;0,000307652245516987;;;
20/06/2013;0,000307652245516987;;;
21/06/2013;0,000308386857579501;;;
24/06/2013;0,000308754112837706;;;
25/06/2013;0,000308754112837706;;;
26/06/2013;0,000309488521838874;;;
27/06/2013;0,000310222795528281;;;
28/06/2013;0,000309488521838874;;;
01/07/2013;0,000310589881646894;;;
02/07/2013;0,000311323952462361;;;
03/07/2013;0,000312057888091299;;;
04/07/2013;0,000312424805226197;;;
05/07/2013;0,000314625598915486;;;
08/07/2013;0,000314258884355212;;;
10/07/2013;0,000314258884355212;;;
11/07/2013;0,000314258884355212;;;
12/07/2013;0,000314625598915486;;;
15/07/2013;0,000314625598915486;;;
16/07/2013;0,000314992279734971;;;
17/07/2013;0,000314625598915486;;;
18/07/2013;0,000314625598915486;;;
19/07/2013;0,000314992279734971;;;
22/07/2013;0,000314625598915486;;;
23/07/2013;0,000314625598915486;;;
24/07/2013;0,000315358926820331;;;
25/07/2013;0,000315725540177336;;;
26/07/2013;0,000314992279734971;;;
29/07/2013;0,000315358926820331;;;
30/07/2013;0,000315358926820331;;;
31/07/2013;0,000316092119812206;;;
01/08/2013;0,000317924512374779;;;
02/08/2013;0,000318290889808281;;;
05/08/2013;0,00031902354364588;;;
06/08/2013;0,000319756062818977;;;
07/08/2013;0,000319756062818977;;;
08/08/2013;0,000321586771920401;;;
09/08/2013;0,000323050733954666;;;
12/08/2013;0,00032378251335885;;;
13/08/2013;0,000324514158420719;;;
14/08/2013;0,000326708288044264;;;
15/08/2013;0,000328170370318848;;;
16/08/2013;0,000326708288044264;;;
19/08/2013;0,000328170370318848;;;
20/08/2013;0,000329631916407447;;;
21/08/2013;0,000329631916407447;;;
22/08/2013;0,000330362488504932;;;
23/08/2013;0,000331092926703747;;;
26/08/2013;0,000331823231052741;;;
27/08/2013;0,000332188333048933;;;
28/08/2013;0,00033255340160121;;;
29/08/2013;0,000332918436715568;;;
30/08/2013;0,000333648406655396;;;
02/09/2013;0,000334378242917488;;;
03/09/2013;0,000334378242917488;;;
04/09/2013;0,000335107945550694;;;
05/09/2013;0,000335837514604309;;;
06/09/2013;0,000336202249054063;;;
09/09/2013;0,000337296252168162;;;
10/09/2013;0,000338025420776544;;;
11/09/2013;0,000337660853148458;;;
12/09/2013;0,000339118923609272;;;
13/09/2013;0,000339483357890247;;;
16/09/2013;0,000339483357890247;;;
17/09/2013;0,000339483357890247;;;
18/09/2013;0,000340212126493267;;;
19/09/2013;0,00034094076185931;;;
20/09/2013;0,00034094076185931;;;
23/09/2013;0,000341305029593508;;;
24/09/2013;0,000343489937100205;;;
25/09/2013;0,000344945876934011;;;
26/09/2013;0,000346401285085562;;;
27/09/2013;0,000347128789901952;;;
30/09/2013;0,00034785616194366;;;
01/10/2013;0,00034821979818922;;;
02/10/2013;0,000349310507897105;;;
03/10/2013;0,000350400919189475;;;
04/10/2013;0,000352217608641681;;;
07/10/2013;0,000352944052618209;;;
08/10/2013;0,000355122590418588;;;
09/10/2013;0,000355122590418588;;;
10/10/2013;0,000354396543458257;;;
11/10/2013;0,000355122590418588;;;
14/10/2013;0,000355485564304869;;;
15/10/2013;0,000355848505136702;;;
16/10/2013;0,000355848505136702;;;
17/10/2013;0,000355848505136702;;;
18/10/2013;0,000355848505136702;;;
21/10/2013;0,000355848505136702;;;
22/10/2013;0,000355485564304869;;;
23/10/2013;0,000355848505136702;;;
24/10/2013;0,000355122590418588;;;
25/10/2013;0,000355848505136702;;;
28/10/2013;0,000355848505136702;;;
29/10/2013;0,000355848505136702;;;
30/10/2013;0,000356937129365464;;;
31/10/2013;0,00035802545632091;;;
01/11/2013;0,000357662713689422;;;
04/11/2013;0,00035802545632091;;;
05/11/2013;0,00035875084255288;;;
06/11/2013;0,000359476096783773;;;
07/11/2013;0,000361288655172043;;;
08/11/2013;0,000361651067950941;;;
11/11/2013;0,000362375794658476;;;
12/11/2013;0,000363100389605409;;;
13/11/2013;0,000363824852839478;;;
14/11/2013;0,000364911300834159;;;
18/11/2013;0,000366721389607694;;;
19/11/2013;0,000367083308733696;;;
21/11/2013;0,000368168868961405;;;
22/11/2013;0,000368530656674082;;;
25/11/2013;0,000369254133590013;;;
26/11/2013;0,000370339102780504;;;
27/11/2013;0,000370339102780504;;;
28/11/2013;0,000370700693552273;;;
29/11/2013;0,000370339102780504;;;
02/12/2013;0,000371062251521614;;;
03/12/2013;0,00037142377669408;;;
04/12/2013;0,00037142377669408;;;
05/12/2013;0,00037214672867325;;;
06/12/2013;0,000373230910816424;;;
09/12/2013;0,000372869549537524;;;
10/12/2013;0,000372869549537524;;;
11/12/2013;0,000373230910816424;;;
12/12/2013;0,000373230910816424;;;
13/12/2013;0,000373953535097504;;;
16/12/2013;0,000373953535097504;;;
17/12/2013;0,000374314798111453;;;
18/12/2013;0,000375037225916586;;;
19/12/2013;0,000375759522797114;;;
20/12/2013;0,000377203723974651;;;
23/12/2013;0,000376842722738413;;;
26/12/2013;0,000377203723974651;;;
27/12/2013;0,000378286531534267;;;
30/12/2013;0,000377925628366693;;;
02/01/2014;0,000378286531534267;;;
03/01/2014;0,000379008239842271;;;
06/01/2014;0,000379729817486796;;;
